"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Pantera","Tegan","F","31","Levine","239.0722","paid","Portland-South Portland, ME","992","Becoming [Live Version]","80"
"Foo Fighters","Tegan","F","32","Levine","252.52526","paid","Portland-South Portland, ME","992","DOA","80"
"Jeremih","Tegan","F","33","Levine","220.55138","paid","Portland-South Portland, ME","992","My Ride","80"
"Charttraxx Karaoke","Tegan","F","34","Levine","225.17506","paid","Portland-South Portland, ME","992","Fireflies","80"
"Nirvana","Tegan","F","35","Levine","186.48771","paid","Portland-South Portland, ME","992","Breed","80"
"Kanye West","Tegan","F","36","Levine","311.84934","paid","Portland-South Portland, ME","992","Stronger","80"
"Kiuas","Tegan","F","37","Levine","265.24689","paid","Portland-South Portland, ME","992","The New Chapter","80"
"Wet Wet Wet","Tegan","F","38","Levine","237.71383","paid","Portland-South Portland, ME","992","Love Is All Around","80"
"Michael BublÃÂ©","Tegan","F","39","Levine","199.20934","paid","Portland-South Portland, ME","992","Come Fly With Me (Album Version)","80"
"Jody McBrayer","Tegan","F","40","Levine","247.19628","paid","Portland-South Portland, ME","992","To Ever Live Without Me","80"
"No Mercy","Tegan","F","41","Levine","240.8224","paid","Portland-South Portland, ME","992","Please Don't Go","80"
"Coldplay","Samuel","M","0","Gonzalez","47.64689","free","Houston-The Woodlands-Sugar Land, TX","876","Postcards From Far Away","61"
"Philippe Rochard","Samuel","M","1","Gonzalez","360.51546","free","Houston-The Woodlands-Sugar Land, TX","876","Crumpshit","61"
"Samy Deluxe","Tegan","F","43","Levine","238.36689","paid","Portland-South Portland, ME","992","Intro","80"
"Method Man","Tegan","F","44","Levine","196.75383","paid","Portland-South Portland, ME","992","Method Man","80"
"America","Samuel","M","2","Gonzalez","219.19302","free","Houston-The Woodlands-Sugar Land, TX","876","Love & Leaving","61"
"Pet Shop Boys With Dusty Springfield","Tegan","F","45","Levine","262.19057","paid","Portland-South Portland, ME","992","What Have I Done To Deserve This? (2001 Digital Remaster)","80"
"Paramore","Samuel","M","3","Gonzalez","267.65016","free","Houston-The Woodlands-Sugar Land, TX","876","The Only Exception (Album Version)","61"
"The Offspring","Tegan","F","46","Levine","239.93424","paid","Portland-South Portland, ME","992","We Are One","80"
"Markus Schulz Feat. Departure","Samuel","M","6","Gonzalez","543.58159","free","Houston-The Woodlands-Sugar Land, TX","876","Cause You Know","61"
"Lupe Fiasco feat. Nikki Jean","Tegan","F","47","Levine","242.49424","paid","Portland-South Portland, ME","992","Hip-Hop Saved My Life (feat. Nikki Jean) (Explicit Album Version)","80"
"ISRAEL & NEW BREED","Tegan","F","48","Levine","469.52444","paid","Portland-South Portland, ME","992","If Not For Your Grace","80"
"Florence + The Machine","Samuel","M","7","Gonzalez","80.87465","free","Houston-The Woodlands-Sugar Land, TX","876","Bird Song Intro","61"
"Crash Romeo","Tegan","F","49","Levine","170.84036","paid","Portland-South Portland, ME","992","Actions not words","80"
"Royksopp","Tegan","F","50","Levine","163.65669","paid","Portland-South Portland, ME","992","Happy Up Here","80"
"Cage The Elephant","Tegan","F","51","Levine","241.162","paid","Portland-South Portland, ME","992","In One Ear","80"
"The Unwinding Hours","Tegan","F","52","Levine","301.50485","paid","Portland-South Portland, ME","992","There Are Worse Things Than Being Alone","80"
"Shakira","Tegan","F","53","Levine","159.05914","paid","Portland-South Portland, ME","992","La Pared","80"
"Vader","Tegan","F","54","Levine","245.86404","paid","Portland-South Portland, ME","992","Fight Fire With Fire","80"
"Combichrist","Lily","F","0","Burns","336.14322","free","New York-Newark-Jersey City, NY-NJ-PA","958","red signal","32"
"Good Old War","Tegan","F","55","Levine","166.03383","paid","Portland-South Portland, ME","992","Just Another Day","80"
"Regina Spektor","Tegan","F","56","Levine","122.43546","paid","Portland-South Portland, ME","992","Baobabs (Bonus Album Version)","80"
"Cartola","Tegan","F","57","Levine","208.92689","paid","Portland-South Portland, ME","992","Sala De RecepÃÂ§ÃÂ£o","80"
"The Offspring","Tegan","F","58","Levine","175.04608","paid","Portland-South Portland, ME","992","Not the One (Album Version)","80"
"Nirvana","Tegan","F","59","Levine","257.01832","paid","Portland-South Portland, ME","992","Lithium","80"
"The Radio Dept.","Tegan","F","60","Levine","163.36934","paid","Portland-South Portland, ME","992","Where Damage Isn't Already Done","80"
"OlÃÂ© OlÃÂ©","Tegan","F","61","Levine","247.87546","paid","Portland-South Portland, ME","992","Con sÃÂ³lo una mirada","80"
"Lady GaGa","Tegan","F","62","Levine","274.18077","paid","Portland-South Portland, ME","992","Alejandro","80"
"The Temper Trap","Tegan","F","63","Levine","275.40853","paid","Portland-South Portland, ME","992","Fools","80"
"The Avett Brothers","Tegan","F","64","Levine","244.29669","paid","Portland-South Portland, ME","992","Go To Sleep","80"
"Mitch Ryder & The Detroit Wheels","Tegan","F","65","Levine","205.03465","paid","Portland-South Portland, ME","992","Jenny Take A Ride (LP Version)","80"
"The Spill Canvas","Tegan","F","66","Levine","358.03383","paid","Portland-South Portland, ME","992","The TIde (LP Version)","80"
"Mogwai","Tegan","F","67","Levine","571.19302","paid","Portland-South Portland, ME","992","Two Rights Make One Wrong","80"
"Spor","Tegan","F","68","Levine","380.3424","paid","Portland-South Portland, ME","992","Way Of The Samurai","80"
"DJ Dizzy","Tegan","F","69","Levine","221.1522","paid","Portland-South Portland, ME","992","Sexy Bitch","80"
"Erik Hassle","Tegan","F","70","Levine","183.43138","paid","Portland-South Portland, ME","992","Hurtful","80"
"Phoenix","Ryann","F","2","Smith","207.15057","free","Palestine, TX","964","Holdin' On Together","92"
"Arctic Monkeys","Ryann","F","3","Smith","175.43791","free","Palestine, TX","964","Mardy Bum","92"
"tobyMac","Braden","M","0","Parker","229.69424","free","Youngstown-Warren-Boardman, OH-PA","801","Burn For You","74"
"Jadakiss / Swizz Beatz / OJ Da Juiceman","Martin","M","1","Johnson","191.84281","free","Minneapolis-St. Paul-Bloomington, MN-WI","996","Who's Real","55"
"Florence + The Machine","Tucker","M","0","Garrison","219.66322","free","Oxnard-Thousand Oaks-Ventura, CA","976","Dog Days Are Over (Radio Edit)","40"
"The White Stripes","Tucker","M","1","Garrison","160.31302","free","Oxnard-Thousand Oaks-Ventura, CA","976","Blue Orchid","40"
"Plus One","Emily","F","0","Benson","231.8624","paid","Augusta-Richmond County, GA-SC","887","You (w/o Organ Version)","58"
"Counting Crows","Emily","F","1","Benson","272.79628","paid","Augusta-Richmond County, GA-SC","887","Mr. Jones","58"
"Pickin' On Series","Wyatt","M","0","Scott","199.41832","free","Eureka-Arcata-Fortuna, CA","922","A Different City","9"
"Eminem","Emily","F","2","Benson","320.83546","paid","Augusta-Richmond County, GA-SC","887","Hailie's Song","58"
"Heart","Wyatt","M","1","Scott","270.18404","free","Eureka-Arcata-Fortuna, CA","922","Wild Child","9"
"Sergio Dalma","Emily","F","3","Benson","269.45261","paid","Augusta-Richmond County, GA-SC","887","La Vida Pasa","58"
"AFI","Wyatt","M","6","Scott","256.86159","free","Eureka-Arcata-Fortuna, CA","922","The Interview","9"
"Four Year Strong","Emily","F","4","Benson","199.88853","paid","Augusta-Richmond County, GA-SC","887","This Body Pays The Bill$","58"
"Two Door Cinema Club","Emily","F","5","Benson","168.09751","paid","Augusta-Richmond County, GA-SC","887","Undercover Martyn","58"
"Jim Brickman;Herb Alpert;Bruce Upchurch","Emily","F","6","Benson","199.54893","paid","Augusta-Richmond County, GA-SC","887","Rendezvous","58"
"Dominique A","Emily","F","7","Benson","153.20771","paid","Augusta-Richmond County, GA-SC","887","Le Courage Des Oiseaux","58"
"Pure Ecstasy","Emily","F","8","Benson","238.94159","paid","Augusta-Richmond County, GA-SC","887","Voices","58"
"Juanes","Emily","F","10","Benson","211.77424","paid","Augusta-Richmond County, GA-SC","887","Bailala","58"
"Fountains Of Wayne","Emily","F","11","Benson","197.40689","paid","Augusta-Richmond County, GA-SC","887","Stacy's Mom","58"
"Beastie Boys","Emily","F","12","Benson","211.722","paid","Augusta-Richmond County, GA-SC","887","Unite (2009 Digital Remaster)","58"
"The Black Keys","Emily","F","13","Benson","211.01669","paid","Augusta-Richmond County, GA-SC","887","Tighten Up","58"
"LMFAO","Emily","F","14","Benson","183.74485","paid","Augusta-Richmond County, GA-SC","887","Yes","58"
"David Bowie","Emily","F","15","Benson","174.41914","paid","Augusta-Richmond County, GA-SC","887","Sorrow (1997 Digital Remaster)","58"
"Ben Folds","Emily","F","16","Benson","254.17098","paid","Augusta-Richmond County, GA-SC","887","The Ascent Of Stan","58"
"Kate Voegele","Emily","F","17","Benson","222.64118","paid","Augusta-Richmond County, GA-SC","887","One Way Or Another","58"
"Relient K","Emily","F","18","Benson","238.94159","paid","Augusta-Richmond County, GA-SC","887","Jefferson Aeroplane [Demo]","58"
"Someone Still Loves You Boris Yeltsin","Emily","F","19","Benson","97.35791","paid","Augusta-Richmond County, GA-SC","887","Yr Broom (Cd)","58"
"Luis Miguel","Emily","F","20","Benson","256.13016","paid","Augusta-Richmond County, GA-SC","887","Suena (""Some Day"" end title song ""The Hunchback of Notre Dame"")","58"
"Efecto Mariposa","Emily","F","21","Benson","254.37995","paid","Augusta-Richmond County, GA-SC","887","Por quererte","58"
"Dif Juz","Emily","F","22","Benson","219.16689","paid","Augusta-Richmond County, GA-SC","887","A Starting Point","58"
"Jaci Velasquez","Emily","F","25","Benson","200.95955","paid","Augusta-Richmond County, GA-SC","887","Something (Album Version)","58"
"The Methadones","Emily","F","26","Benson","206.39302","paid","Augusta-Richmond County, GA-SC","887","Falling Forward","58"
"SKOLD vs. KMFDM","Emily","F","27","Benson","254.4322","paid","Augusta-Richmond County, GA-SC","887","It's Not What","58"
"Leatherface","Emily","F","28","Benson","221.09995","paid","Augusta-Richmond County, GA-SC","887","Broken","58"
"Scooter","Emily","F","29","Benson","342.04689","paid","Augusta-Richmond County, GA-SC","887","Suavemente","58"
"Kat DeLuna featuring Busta Rhymes","Emily","F","31","Benson","213.13261","paid","Augusta-Richmond County, GA-SC","887","Run The Show (featuring Busta Rhymes)","58"
"Boys Like Girls","Emily","F","32","Benson","232.22812","paid","Augusta-Richmond County, GA-SC","887","Hero/Heroine","58"
"Amy Winehouse","Emily","F","33","Benson","172.82567","paid","Augusta-Richmond County, GA-SC","887","Monkey Man","58"
"Bebe And Cece Winans","Emily","F","34","Benson","281.59955","paid","Augusta-Richmond County, GA-SC","887","I.O.U. Me","58"
"Metric","Avery","F","1","Martinez","171.25832","paid","Atlanta-Sandy Springs-Roswell, GA","140","Gimme Sympathy","82"
"Coldplay","Emily","F","35","Benson","268.38159","paid","Augusta-Richmond County, GA-SC","887","Yellow","58"
"Metallica","Avery","F","2","Martinez","505.52118","paid","Atlanta-Sandy Springs-Roswell, GA","140","Some Kind Of Monster","82"
"Ok Go","Emily","F","36","Benson","230.29506","paid","Augusta-Richmond County, GA-SC","887","There's A Fire","58"
"Die Mooskirchner","Emily","F","37","Benson","166.922","paid","Augusta-Richmond County, GA-SC","887","Reisende Freunde","58"
"Method Man","Avery","F","3","Martinez","229.53751","paid","Atlanta-Sandy Springs-Roswell, GA","140","Say","82"
"Deadmau5","Emily","F","38","Benson","463.04608","paid","Augusta-Richmond County, GA-SC","887","Slip","58"
"ZZ Top","Avery","F","4","Martinez","354.29832","paid","Atlanta-Sandy Springs-Roswell, GA","140","Tush","82"
"Stone Temple Pilots","Ava","F","0","Robinson","310.25587","free","New Haven-Milford, CT","988","Dead & Bloated (LP Version)","50"
"Jazzamor","Emily","F","40","Benson","195.5522","paid","Augusta-Richmond County, GA-SC","887","cherish (the night_ the life_ the moon)","58"
"The Cranberries","Avery","F","5","Martinez","141.50485","paid","Atlanta-Sandy Springs-Roswell, GA","140","Carry On","82"
"Joe Nichols","Emily","F","41","Benson","232.14975","paid","Augusta-Richmond County, GA-SC","887","Brokenheartsville","58"
"Mutemath","Avery","F","6","Martinez","200.51546","paid","Atlanta-Sandy Springs-Roswell, GA","140","Spotlight","82"
"Whiskeytown","Avery","F","7","Martinez","197.77261","paid","Atlanta-Sandy Springs-Roswell, GA","140","Mirror_ Mirror","82"
"Chingy","Emily","F","42","Benson","266.34404","paid","Augusta-Richmond County, GA-SC","887","Gettin' It","58"
"Die Mooskirchner","Jayden","F","1","Duffy","169.29914","free","Seattle-Tacoma-Bellevue, WA","921","Frisch und g'sund","76"
"Keith Sweat","Avery","F","8","Martinez","56.05832","paid","Atlanta-Sandy Springs-Roswell, GA","140","Telephone Love (LP Version)","82"
"Digitalism","Avery","F","9","Martinez","171.96363","paid","Atlanta-Sandy Springs-Roswell, GA","140","Moonlight","82"
"Fountains Of Wayne","Emily","F","43","Benson","197.40689","paid","Augusta-Richmond County, GA-SC","887","Stacy's Mom","58"
"Simian Mobile Disco","Avery","F","10","Martinez","257.35791","paid","Atlanta-Sandy Springs-Roswell, GA","140","Clock","82"
"Useless I.D.","Emily","F","44","Benson","190.98077","paid","Augusta-Richmond County, GA-SC","887","State Of Fear","58"
"Ashanti","Emily","F","45","Benson","232.25424","paid","Augusta-Richmond County, GA-SC","887","Foolish","58"
"Markus KrunegÃÂ¥rd","Avery","F","11","Martinez","185.5473","paid","Atlanta-Sandy Springs-Roswell, GA","140","Genom tunna tyger","82"
"Billy Idol","Avery","F","12","Martinez","335.38567","paid","Atlanta-Sandy Springs-Roswell, GA","140","Rebel Yell (Acoustic Live on KROQ) (2001 Digital Remaster)","82"
"Abba","Emily","F","46","Benson","189.962","paid","Augusta-Richmond County, GA-SC","887","Hasta Manana","58"
"Santogold","Emily","F","47","Benson","192.46975","paid","Augusta-Richmond County, GA-SC","887","Lights Out","58"
"John Mayer","Avery","F","13","Martinez","494.34077","paid","Atlanta-Sandy Springs-Roswell, GA","140","Come Back To Bed","82"
"Evergreen Terrace","Emily","F","48","Benson","155.92444","paid","Augusta-Richmond County, GA-SC","887","Burned Alive By Time","58"
"Ladytron","Emily","F","49","Benson","215.11791","paid","Augusta-Richmond County, GA-SC","887","Ghosts (Toxic Avenger Mix)","58"
"Feist","Emily","F","50","Benson","184.94649","paid","Augusta-Richmond County, GA-SC","887","My Moon My Man","58"
"Hollywood Undead","Avery","F","15","Martinez","196.41424","paid","Atlanta-Sandy Springs-Roswell, GA","140","Young","82"
"Amorphis","Emily","F","51","Benson","299.07546","paid","Augusta-Richmond County, GA-SC","887","Towards And Against","58"
"Drowning Pool","Avery","F","16","Martinez","201.63873","paid","Atlanta-Sandy Springs-Roswell, GA","140","Bodies","82"
"I-Wayne","Avery","F","17","Martinez","213.86404","paid","Atlanta-Sandy Springs-Roswell, GA","140","Living In Love","82"
"Portishead","Avery","F","18","Martinez","254.04036","paid","Atlanta-Sandy Springs-Roswell, GA","140","Sour Times","82"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Avery","F","19","Martinez","277.15873","paid","Atlanta-Sandy Springs-Roswell, GA","140","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","82"
"Angels and Airwaves","Avery","F","20","Martinez","302.05342","paid","Atlanta-Sandy Springs-Roswell, GA","140","The Gift","82"
"The Crests","Avery","F","21","Martinez","182.88281","paid","Atlanta-Sandy Springs-Roswell, GA","140","16 Candles","82"
"Pet Shop Boys","Avery","F","27","Martinez","299.02322","paid","Atlanta-Sandy Springs-Roswell, GA","140","It's A Sin (2001 Digital Remaster)","82"
"Paramore","Avery","F","29","Martinez","267.65016","paid","Atlanta-Sandy Springs-Roswell, GA","140","The Only Exception (Album Version)","82"
"Carla Bruni","Avery","F","30","Martinez","153.20771","paid","Atlanta-Sandy Springs-Roswell, GA","140","Promises Like Pie-Crust (Album)","82"
"Skillet","Avery","F","31","Martinez","232.46322","paid","Atlanta-Sandy Springs-Roswell, GA","140","Comatose (Comes Alive Version)","82"
"Concrete Blonde","Adler","M","0","Barrera","270.28853","free","New York-Newark-Jersey City, NY-NJ-PA","942","Bloodletting (The Vampire Song)","100"
"Violeta Parra","Avery","F","32","Martinez","123.34975","paid","Atlanta-Sandy Springs-Roswell, GA","140","Parabienes Al Reves","82"
"Jonathan Coulton","Avery","F","33","Martinez","208.03873","paid","Atlanta-Sandy Springs-Roswell, GA","140","Chiron Beta Prime","82"
"Nirvana","Avery","F","34","Martinez","219.08853","paid","Atlanta-Sandy Springs-Roswell, GA","140","Come As You Are","82"
"Metallica","Avery","F","35","Martinez","385.43628","paid","Atlanta-Sandy Springs-Roswell, GA","140","Broken_ Beat & Scarred","82"
"OneRepublic","Jayden","M","0","Fox","252.70812","free","New Orleans-Metairie, LA","955","Someone To Save You","101"
"Bell Biv DeVoe","Avery","F","36","Martinez","262.00771","paid","Atlanta-Sandy Springs-Roswell, GA","140","Poison","82"
"Kalle Baah","Jayden","M","1","Fox","273.76281","free","New Orleans-Metairie, LA","955","Ugly Girls","101"
"Coldplay","Avery","F","37","Martinez","273.47546","paid","Atlanta-Sandy Springs-Roswell, GA","140","Trouble","82"
"Metric","Avery","F","38","Martinez","172.69506","paid","Atlanta-Sandy Springs-Roswell, GA","140","The List","82"
"Everything But The Girl","Avery","F","39","Martinez","259.082","paid","Atlanta-Sandy Springs-Roswell, GA","140","Better Things","82"
"Calle 13","Avery","F","40","Martinez","290.84689","paid","Atlanta-Sandy Springs-Roswell, GA","140","Un Beso de Desayuno","82"
"Justin Bieber","Avery","F","41","Martinez","214.67383","paid","Atlanta-Sandy Springs-Roswell, GA","140","One Time","82"
"Ashanti","Avery","F","42","Martinez","232.25424","paid","Atlanta-Sandy Springs-Roswell, GA","140","Foolish","82"
"The Darkness","Avery","F","43","Martinez","217.05098","paid","Atlanta-Sandy Springs-Roswell, GA","140","I Believe In A Thing Called Love","82"
"Muse","Avery","F","44","Martinez","209.34485","paid","Atlanta-Sandy Springs-Roswell, GA","140","Supermassive Black Hole (Album Version)","82"
"Choeur ArmÃÂ©nien de Sofia","Avery","F","45","Martinez","121.5473","paid","Atlanta-Sandy Springs-Roswell, GA","140","Le Corps de Notre Seigneur","82"
"Gyptian","Avery","F","46","Martinez","199.13098","paid","Atlanta-Sandy Springs-Roswell, GA","140","Beautiful Lady","82"
"Alliance Ethnik","Avery","F","47","Martinez","252.21179","paid","Atlanta-Sandy Springs-Roswell, GA","140","ReprÃÂ©sente","82"
"Jason Aldean","Avery","F","48","Martinez","305.52771","paid","Atlanta-Sandy Springs-Roswell, GA","140","Hicktown","82"
"The Rascals","Avery","F","49","Martinez","152.18893","paid","Atlanta-Sandy Springs-Roswell, GA","140","Love Is A Beautiful Thing (LP Version)","82"
"Keisha White","Avery","F","50","Martinez","251.42812","paid","Atlanta-Sandy Springs-Roswell, GA","140","Brother","82"
"Future Rock","Avery","F","51","Martinez","239.90812","paid","Atlanta-Sandy Springs-Roswell, GA","140","Gears","82"
"The Power Station","Avery","F","52","Martinez","305.162","paid","Atlanta-Sandy Springs-Roswell, GA","140","Some Like It Hot","82"
"Sea Wolf","Avery","F","53","Martinez","225.802","paid","Atlanta-Sandy Springs-Roswell, GA","140","Black Dirt (Album)","82"
"Rosana","Zachary","M","0","Thomas","250.33098","free","New York-Newark-Jersey City, NY-NJ-PA","819","Pa Ti No Estoy","19"
"Jonny Lang","Kate","F","0","Harrell","246.04689","paid","Lansing-East Lansing, MI","944","Give Me Up Again","97"
"Enrique Iglesias","Avery","F","54","Martinez","217.99138","paid","Atlanta-Sandy Springs-Roswell, GA","140","DÃÂ­melo","82"
"Eddie Vedder","Zachary","M","1","Thomas","236.30322","free","New York-Newark-Jersey City, NY-NJ-PA","819","Society","19"
"Billy Bragg","Kate","F","1","Harrell","153.44281","paid","Lansing-East Lansing, MI","944","To Have And To Have Not","97"
"Atreyu","Kate","F","2","Harrell","239.20281","paid","Lansing-East Lansing, MI","944","This Flesh A Tomb (Album Version)","97"
"Race Car Riot","Kate","F","3","Harrell","257.30567","paid","Lansing-East Lansing, MI","944","The Last In 4000","97"
"Sam Cooke","Kate","F","4","Harrell","122.04363","paid","Lansing-East Lansing, MI","944","Ain't Misbehavin","97"
"Timbaland / Attitude / Keri Hilson","Kate","F","5","Harrell","274.85995","paid","Lansing-East Lansing, MI","944","Hello","97"
"Taylor Swift","Kate","F","6","Harrell","233.89995","paid","Lansing-East Lansing, MI","944","Love Story","97"
"TV On The Radio","Kate","F","7","Harrell","338.36363","paid","Lansing-East Lansing, MI","944","Heroes","97"
"Jowell & Randy","Kate","F","8","Harrell","238.91546","paid","Lansing-East Lansing, MI","944","Velandote","97"
"Luiz Bonfa / Oscar Castro Neves / Lalo Schifrin","Kate","F","9","Harrell","202.29179","paid","Lansing-East Lansing, MI","944","Bossa Nova Cha Cha","97"
"Junior Vasquez","Kate","F","10","Harrell","406.12526","paid","Lansing-East Lansing, MI","944","Get Your Hands Off My Man (Nush Chocolate Factory Mix)","97"
"Peter Case","Kate","F","11","Harrell","272.24771","paid","Lansing-East Lansing, MI","944","Two Angels","97"
"Metric","Kate","F","12","Harrell","286.24934","paid","Lansing-East Lansing, MI","944","Help I'm Alive","97"
"Eminem","Kate","F","13","Harrell","237.40036","paid","Lansing-East Lansing, MI","944","Medicine Ball","97"
"Zero 7","Kate","F","14","Harrell","380.26404","paid","Lansing-East Lansing, MI","944","All Of Us","97"
"Akon","Kate","F","15","Harrell","260.8322","paid","Lansing-East Lansing, MI","944","Keep You Much Longer","97"
"Local Natives","Kate","F","16","Harrell","266.05669","paid","Lansing-East Lansing, MI","944","Wide Eyes","97"
"Erykah Badu","Kate","F","17","Harrell","286.9024","paid","Lansing-East Lansing, MI","944","Back In The Day","97"
"Magnet","Kate","F","18","Harrell","216.45016","paid","Lansing-East Lansing, MI","944","Where Happiness Lives","97"
"Escape The Fate","Kate","F","21","Harrell","217.28608","paid","Lansing-East Lansing, MI","944","Something","97"
"Modjo","Kate","F","22","Harrell","305.44934","paid","Lansing-East Lansing, MI","944","Lady (Hear Me Tonight)","97"
"Ron Carter","Kate","F","23","Harrell","497.13587","paid","Lansing-East Lansing, MI","944","I CAN'T GET STARTED","97"
"Four Day Hombre","Kate","F","24","Harrell","332.5122","paid","Lansing-East Lansing, MI","944","Inertia","97"
"Michael Franks","Katherine","F","0","Gay","282.01751","free","San Antonio-New Braunfels, TX","321","Rainy Night In Tokyo (Remastered LP Version)","57"
"Missy Elliott","Kate","F","25","Harrell","246.17751","paid","Lansing-East Lansing, MI","944","The Rain  [Supa Dupa Fly]  (LP Version)","97"
"Hombres G","Kate","F","26","Harrell","296.30649","paid","Lansing-East Lansing, MI","944","Que soy yo para ti (Radio edit)","97"
"Flo Rida","Kate","F","27","Harrell","230.05995","paid","Lansing-East Lansing, MI","944","Elevator [Feat. Timbaland] (Album Version)","97"
"Another Sunny Day","Kate","F","28","Harrell","173.21751","paid","Lansing-East Lansing, MI","944","Rio","97"
"Sikth","Kate","F","30","Harrell","250.53995","paid","Lansing-East Lansing, MI","944","Peep Show","97"
"The Funky Lowlives","Anabelle","F","1","Simpson","280.34567","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1019","Sail Into the Sun","69"
"They Might Be Giants","Kate","F","31","Harrell","116.45342","paid","Lansing-East Lansing, MI","944","Particle Man (LP Version)","97"
"Lily Allen","Anabelle","F","2","Simpson","195.23873","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1019","Cheryl Tweedy","69"
"Micachu","Kate","F","32","Harrell","52.74077","paid","Lansing-East Lansing, MI","944","Sweetheart","97"
"Light Of The World","Kate","F","33","Harrell","207.0722","paid","Lansing-East Lansing, MI","944","Midnight Groovin' (7"" Version) (2006 Digital Remaster)","97"
"Dan the Automator_ Del The Funky Homosapien_ Kid Koala","Anabelle","F","3","Simpson","246.69995","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1019","Battle Song","69"
"MC Hammer","Kate","F","34","Harrell","238.88934","paid","Lansing-East Lansing, MI","944","Addams Groove","97"
"La Polla Records","Anabelle","F","4","Simpson","190.77179","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1019","Eutanasia","69"
"Coldplay","Kate","F","35","Harrell","294.1122","paid","Lansing-East Lansing, MI","944","Fix You","97"
"Coldplay","Kate","F","36","Harrell","368.09098","paid","Lansing-East Lansing, MI","944","Fix You (Live)","97"
"The Strokes","Kate","F","37","Harrell","196.28363","paid","Lansing-East Lansing, MI","944","Juicebox","97"
"Fall Out Boy","Devin","M","1","Larson","180.40118","free","Tampa-St. Petersburg-Clearwater, FL","875","Dance_ Dance","60"
"Bright Eyes","Kate","F","38","Harrell","224.80934","paid","Lansing-East Lansing, MI","944","At The Bottom Of Everything","97"
"BeyoncÃÂ©","Kate","F","39","Harrell","227.65669","paid","Lansing-East Lansing, MI","944","Irreplaceable","97"
"Big D and The Kids Table","Kate","F","40","Harrell","184.842","paid","Lansing-East Lansing, MI","944","Shining On (feat. Scott Grella) (Grella's Techno Remix)","97"
"Iron Maiden","Bronson","M","1","Harris","409.5473","free","Eugene, OR","941","Ghost Of The Navigator","33"
"Nada Surf","Cecilia","F","0","Owens","298.44853","free","Atlanta-Sandy Springs-Roswell, GA","948","Comes A Time","6"
"Toto","Cecilia","F","1","Owens","411.19302","free","Atlanta-Sandy Springs-Roswell, GA","948","Home Of The Brave","6"
"Relient K","Ayla","F","0","Johnson","240.92689","free","Santa Rosa, CA","949","I So Hate Consequences (Album Version)","63"
"Silverchair","Kynnedi","F","0","Sanchez","242.96444","free","Cedar Rapids, IA","927","The Greatest View (Album Version)","89"
"Morcheeba","Makinley","F","0","Jones","347.71546","free","Chicago-Naperville-Elgin, IL-IN-WI","881","The Sea","17"
"Alliance Ethnik","Kynnedi","F","1","Sanchez","195.94404","free","Cedar Rapids, IA","927","SinceritÃÂ© Et Jalousie","89"
"The Notorious B.I.G.","Makinley","F","1","Jones","223.73832","free","Chicago-Naperville-Elgin, IL-IN-WI","881","Unbelievable (Amended Version)","17"
"No Doubt / Bounty Killer","Cierra","F","1","Finley","206.65424","free","Richmond, VA","810","Hey Baby","96"
"Cut Copy","Cierra","F","2","Finley","299.44118","free","Richmond, VA","810","Lights & Music","96"
"The Black Keys","Lily","F","1","Burns","211.01669","free","New York-Newark-Jersey City, NY-NJ-PA","1002","Tighten Up","32"
"Eagles","Tegan","F","0","Levine","181.86404","paid","Portland-South Portland, ME","1004","Earlybird (LP Version)","80"
"Derek Webb","Jacqueline","F","0","Lynch","166.19057","paid","Atlanta-Sandy Springs-Roswell, GA","963","Please_ Before I Go","29"
"The Agony Scene","Cierra","F","3","Finley","175.85587","free","Richmond, VA","810","Screams Turn To Silence (Album Version)","96"
"Moving Mountains","Jacqueline","F","1","Lynch","513.07057","paid","Atlanta-Sandy Springs-Roswell, GA","963","8105","29"
"Switchblade Symphony","Tegan","F","1","Levine","248.34567","paid","Portland-South Portland, ME","1004","Dollhouse","80"
"Mr Sam ft. Kirsty Hawkshaw","Tegan","F","2","Levine","487.99302","paid","Portland-South Portland, ME","1004","Insight","80"
"The Temper Trap","Jacqueline","F","2","Lynch","192.67873","paid","Atlanta-Sandy Springs-Roswell, GA","963","Fader","29"
"The B-52's","Jacqueline","F","3","Lynch","321.54077","paid","Atlanta-Sandy Springs-Roswell, GA","963","Love Shack","29"
"Angus & Julia Stone","Tegan","F","3","Levine","262.42567","paid","Portland-South Portland, ME","1004","Jewels And Gold","80"
"Harmonia","Tegan","F","4","Levine","655.77751","paid","Portland-South Portland, ME","1004","Sehr kosmisch","80"
"Spinal Tap","Jacqueline","F","4","Lynch","135.78404","paid","Atlanta-Sandy Springs-Roswell, GA","963","Jazz Oddyssey III","29"
"Peter Sellers","Jordan","F","0","Hicks","142.39302","free","Salinas, CA","1000","She Loves You","37"
"Kings Of Convenience","Jacqueline","F","5","Lynch","188.44689","paid","Atlanta-Sandy Springs-Roswell, GA","963","Me In You","29"
